Game Type,Date,Opponent,TTO,Pitcher,P Hand,Inning,Pitch Count,Batter,B Hand,ROB,Count,Outs,PAResCopy1,Pitch Type,Pitch Result,PA Result,Base Adv.,Exit Velo,BIP Type,Pitch Velo,TTP,PAResCopy2,OA3,Putaways,Catcher,Umpire,PitcherCopy,Team W-L,Score,Start/Relief,W,L,S,IP,R,ER,LO #,LO-reach,LO-Score,BI,BI-Ch,SD Inn,SD-Ch,M-out,M-Ch,1st Responder,IR,IR-Score,Previous Pitch Type,Previous Pitch result,Previous PA Result,BlankCol1,BlankCol2,BlankCol3,BlankCol4,BlankCol5,BlankCol6,BlankCol7,BlankCol8,BlankCol9,BlankCol10
DO NOT USE THIS LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,,,,,Leadoff,,,Big Innings,,Shutdowns,,Momentum,,,Inherited,,#REF!,#REF!,#REF!,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22 Scrimmage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,10/25/24,INTRASQUAD,2nd,Bilecki,L,2,25,"Swenson, A.",RHH,R1,3-2,0,GO,FB,Str-BIP,GO,,102,,84,,GO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/25 Scrimmage,,,,,,,,,,,,,,,,,,,,,,,,,,,1/29/25 Scrimmage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,1/29/25,INTRASQUAD,1st,Mitchell,R,1,1,Kender,RHH,BE,0-0,0,,FB,Ball,,,,,87,,,,,Bowne,,*,1/29/25,INTRASQUAD,1st,Mitchell,R,1,1,Kender,RHH,BE,0-0,0,,FB,Ball,,,,,87,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,2,Kender,RHH,BE,1-0,0,,CT,Str-S/M,,,,,83,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,2,Kender,RHH,BE,1-0,0,,CT,Str-S/M,,,,,83,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,3,Kender,RHH,BE,1-1,0,,SL,Ball,,,,,78,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,3,Kender,RHH,BE,1-1,0,,SL,Ball,,,,,78,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,4,Kender,RHH,BE,2-1,0,,FB,Str-take,,,,,87,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,4,Kender,RHH,BE,2-1,0,,FB,Str-take,,,,,87,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,5,Kender,RHH,BE,2-2,0,KL,CT,Str-take,KL,,,,83,,KL,N,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,5,Kender,RHH,BE,2-2,0,KL,CT,Str-take,KL,,,,83,,KL,N,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,6,Trommer,LHH,BE,0-0,1,,FB,Str-foul,,,,,88,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,6,Trommer,LHH,BE,0-0,1,,FB,Str-foul,,,,,88,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,7,Trommer,LHH,BE,0-1,1,,SL,Str-S/M,,,,,79,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,7,Trommer,LHH,BE,0-1,1,,SL,Str-S/M,,,,,79,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,8,Trommer,LHH,BE,0-2,1,,FB,Str-foul,,,,,88,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,8,Trommer,LHH,BE,0-2,1,,FB,Str-foul,,,,,88,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,9,Trommer,LHH,BE,0-2,1,KL,CH,Str-take,KL,,,,85,,KL,Y,Y,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,9,Trommer,LHH,BE,0-2,1,KL,CH,Str-take,KL,,,,85,,KL,Y,Y,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,10,Morabito,LHH,BE,0-0,2,,CH,Ball,,,,,85,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,10,Morabito,LHH,BE,0-0,2,,CH,Ball,,,,,85,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,11,Morabito,LHH,BE,1-0,2,,FB,Str-foul,,,,,88,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,11,Morabito,LHH,BE,1-0,2,,FB,Str-foul,,,,,88,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,12,Morabito,LHH,BE,1-1,2,,CT,Str-foul,,,,,85,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,12,Morabito,LHH,BE,1-1,2,,CT,Str-foul,,,,,85,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,13,Morabito,LHH,BE,1-2,2,,FB,Ball,,,,,89,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,13,Morabito,LHH,BE,1-2,2,,FB,Ball,,,,,89,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,14,Morabito,LHH,BE,2-2,2,,SL,Ball,,,,,78,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,14,Morabito,LHH,BE,2-2,2,,SL,Ball,,,,,78,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,1,15,Morabito,LHH,BE,3-2,2,KL,SL,Str-take,KL,,,,77,,KL,Y,Y,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,1,15,Morabito,LHH,BE,3-2,2,KL,SL,Str-take,KL,,,,77,,KL,Y,Y,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,1,Alexander,LHH,BE,0-0,0,,CT,Ball,,,,,88,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,1,Alexander,LHH,BE,0-0,0,,CT,Ball,,,,,88,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,2,Alexander,LHH,BE,1-0,0,,CT,Ball,,,,,88,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,2,Alexander,LHH,BE,1-0,0,,CT,Ball,,,,,88,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,3,Alexander,LHH,BE,2-0,0,,CT,Ball,,,,,89,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,3,Alexander,LHH,BE,2-0,0,,CT,Ball,,,,,89,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,4,Alexander,LHH,BE,3-0,0,BB,CT,Ball,BB,,,,88,,BB,N,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,4,Alexander,LHH,BE,3-0,0,BB,CT,Ball,BB,,,,88,,BB,N,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,5,"Swenson, A.",RHH,R1,0-0,0,,CT,Ball,,,,,87,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,5,"Swenson, A.",RHH,R1,0-0,0,,CT,Ball,,,,,87,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,6,"Swenson, A.",RHH,R1,1-0,0,,SL,Ball,,,,,83,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,6,"Swenson, A.",RHH,R1,1-0,0,,SL,Ball,,,,,83,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,7,"Swenson, A.",RHH,R1,2-0,0,,CT,Ball,,,,,90,1.50,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,7,"Swenson, A.",RHH,R1,2-0,0,,CT,Ball,,,,,90,1.50,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,8,"Swenson, A.",RHH,R1,3-0,0,BB,CT,Ball,BB,,,,89,,BB,N,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,8,"Swenson, A.",RHH,R1,3-0,0,BB,CT,Ball,BB,,,,89,,BB,N,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,9,Facinelli,RHH,R12+,0-0,0,,SL,Str-take,,,,,81,1.60,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,9,Facinelli,RHH,R12+,0-0,0,,SL,Str-take,,,,,81,1.60,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,10,Facinelli,RHH,R12+,0-1,0,,CT,Ball,,,,,89,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,10,Facinelli,RHH,R12+,0-1,0,,CT,Ball,,,,,89,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,11,Facinelli,RHH,R12+,1-1,0,,CT,Ball,,,,,82,1.55,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,11,Facinelli,RHH,R12+,1-1,0,,CT,Ball,,,,,82,1.55,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,12,Facinelli,RHH,R12+,2-1,0,,CT,Ball,,,,,89,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,12,Facinelli,RHH,R12+,2-1,0,,CT,Ball,,,,,89,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,13,Facinelli,RHH,R123+,3-1,0,BB,CT,Ball,BB,,,,89,,BB,N,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,13,Facinelli,RHH,R123+,3-1,0,BB,CT,Ball,BB,,,,89,,BB,N,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,14,Bullock,RHH,R123+,0-0,0,,SL,Str-take,,,,,81,1.60,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,14,Bullock,RHH,R123+,0-0,0,,SL,Str-take,,,,,81,1.60,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,15,Bullock,RHH,R123+,0-1,0,,CT,Str-foul,,,,,89,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,15,Bullock,RHH,R123+,0-1,0,,CT,Str-foul,,,,,89,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,16,Bullock,RHH,R123+,0-2,0,FO,SL,Str-BIP,FO,,91,Fly,83,1.55,FO,Y,Y,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,16,Bullock,RHH,R123+,0-2,0,FO,SL,Str-BIP,FO,,91,Fly,83,1.55,FO,Y,Y,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,17,Bowne,RHH,R123+,0-0,1,,SL,Ball,,,,,83,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,17,Bowne,RHH,R123+,0-0,1,,SL,Ball,,,,,83,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,18,Bowne,RHH,R123+,1-0,1,,SL,Str-take,,,,,81,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,18,Bowne,RHH,R123+,1-0,1,,SL,Str-take,,,,,81,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,19,Bowne,RHH,R123+,1-1,1,,SL,Ball,,,,,81,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,19,Bowne,RHH,R123+,1-1,1,,SL,Ball,,,,,81,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,20,Bowne,RHH,R123+,2-1,1,,CT,Str-foul,,,,,88,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,20,Bowne,RHH,R123+,2-1,1,,CT,Str-foul,,,,,88,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,21,Bowne,RHH,R123+,2-2,1,,SL,Ball,,,,,82,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,21,Bowne,RHH,R123+,2-2,1,,SL,Ball,,,,,82,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,22,Bowne,RHH,R123+,3-2,1,,CT,Str-foul,,,,,89,,,,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,22,Bowne,RHH,R123+,3-2,1,,CT,Str-foul,,,,,89,,,,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Adelmann,R,1,23,Bowne,RHH,R123+,3-2,1,K,CT,Str-S/M,K,,,,88,,K,N,,Nascimento,,*,1/29/25,INTRASQUAD,,Adelmann,R,1,23,Bowne,RHH,R123+,3-2,1,K,CT,Str-S/M,K,,,,88,,K,N,,Nascimento,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,16,Chiaravallo,RHH,BE,3-2,0,,CT,Str-S/M,,,,,85,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,16,Chiaravallo,RHH,BE,3-2,0,,CT,Str-S/M,,,,,85,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,17,Chiaravallo,RHH,BE,,0,,CT,Str-take,,,,,79,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,17,Chiaravallo,RHH,BE,,0,,CT,Str-take,,,,,79,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,18,Chiaravallo,RHH,BE,,0,GO,SL,Str-BIP,GO,,59,Ground,78,,GO,Y,Y,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,18,Chiaravallo,RHH,BE,,0,GO,SL,Str-BIP,GO,,59,Ground,78,,GO,Y,Y,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,19,Dunn,LHH,BE,0-0,1,,CT,Ball,,,,,80,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,19,Dunn,LHH,BE,0-0,1,,CT,Ball,,,,,80,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,20,Dunn,LHH,BE,1-0,1,,FB,Ball,,,,,85,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,20,Dunn,LHH,BE,1-0,1,,FB,Ball,,,,,85,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,21,Dunn,LHH,BE,2-0,1,,FB,Str-take,,,,,86,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,21,Dunn,LHH,BE,2-0,1,,FB,Str-take,,,,,86,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,22,Dunn,LHH,BE,2-1,1,,CT,Ball,,,,,82,,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,22,Dunn,LHH,BE,2-1,1,,CT,Ball,,,,,82,,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,23,Dunn,LHH,BE,3-1,1,BB,FB,Ball,BB,,,,85,,BB,N,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,23,Dunn,LHH,BE,3-1,1,BB,FB,Ball,BB,,,,85,,BB,N,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,24,Nascimento,RHH,R1,0-0,1,,FB,Str-S/M,,,,,85,1.35,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,24,Nascimento,RHH,R1,0-0,1,,FB,Str-S/M,,,,,85,1.35,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,25,Nascimento,RHH,R1,0-1,1,1B,CT,Str-BIP,1B,,93,Line,80,1.30,1B,Y,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,25,Nascimento,RHH,R1,0-1,1,1B,CT,Str-BIP,1B,,93,Line,80,1.30,1B,Y,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,26,Karp,RHH,R13+,0-0,1,,SL,Str-take,,,,,76,1.25,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,26,Karp,RHH,R13+,0-0,1,,SL,Str-take,,,,,76,1.25,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,27,Karp,RHH,R13+,0-1,1,,SL,Ball,,,,,77,1.35,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,27,Karp,RHH,R13+,0-1,1,,SL,Ball,,,,,77,1.35,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,28,Karp,RHH,R13+,1-1,1,,FB,Str-take,,,,,85,1.40,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,28,Karp,RHH,R13+,1-1,1,,FB,Str-take,,,,,85,1.40,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,29,Karp,RHH,R13+,1-2,1,,CT,Ball,,,,,82,1.45,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,29,Karp,RHH,R13+,1-2,1,,CT,Ball,,,,,82,1.45,,,,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,30,Karp,RHH,R13+,2-2,1,KL,CT,Str-take,KL,,,,79,1.50,KL,Y,Y,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,30,Karp,RHH,R13+,2-2,1,KL,CT,Str-take,KL,,,,79,1.50,KL,Y,Y,Bowne,,,,,,,,,
*,1/29/25,INTRASQUAD,,Mitchell,R,2,31,Fluharty,RHH,R13+,0-0,2,,SL,Ball,,WP,,,78,1.50,,,,Bowne,,*,1/29/25,INTRASQUAD,,Mitchell,R,2,31,Fluharty,RHH,R13+,0-0,2,,SL,Ball,,WP,,,78,1.50,,,,Bowne,,,,,,,,,
